author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground
ID 35940;realtor;https://www.cian.ru/rent/flat/301879551/;Москва;rent;flat;5;14;2;51.1;75000;0;Щукино; Маршала Бирюзова;36;Октябрьское поле
Геннадий Суслов;realtor;https://www.cian.ru/rent/flat/302354884/;Москва;rent;flat;3;22;3;78.0;75000;0;Кунцево;Рублевское шоссе;18К3;Молодёжная
Диана Корниенко;realtor;https://www.cian.ru/rent/flat/302296312/;Москва;rent;flat;12;20;1;38.0;75000;0;Алексеевский;Новоалексеевская ;16к4;Алексеевская
ID 314160;unknown;https://www.cian.ru/rent/flat/277200062/;Москва;rent;flat;11;11;2;64.0;75000;0;Бирюлево Восточное;6-я Радиальная ;3к3;Царицыно
ID 95461232;homeowner;https://www.cian.ru/rent/flat/302251942/;Москва;rent;flat;13;33;1;36.5;75000;0;Очаково-Матвеевское;Очаковское шоссе;5к4;Давыдково
Homeprice;real_estate_agent;https://www.cian.ru/rent/flat/302034437/;Москва;rent;flat;3;17;1;50.0;79000;0;Соколиная гора;Щербаковская ;55;Измайлово
Кристина Гальцева;realtor;https://www.cian.ru/rent/flat/302275521/;Москва;rent;flat;3;9;3;50.1;79000;0;Обручевский; Архитектора Власова;41;Новые Черёмушки
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302346960/;Москва;rent;flat;4;9;2;40.0;80000;0;Даниловский;Крутицкая набережная;7;Пролетарская
ID 52476498;real_estate_agent;https://www.cian.ru/rent/flat/302197859/;Москва;rent;flat;9;33;2;42.4;80000;0;Очаково-Матвеевское;Очаковское шоссе;5к4;Давыдково
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302197172/;Москва;rent;flat;2;4;2;70.0;80000;0;Таганский;2-я Дубровская ;6;Пролетарская
SKY REALTY;real_estate_agent;https://www.cian.ru/rent/flat/302230299/;Москва;rent;flat;7;26;2;40.0;80000;0;Лефортово;Красноказарменная ;15к2;Авиамоторная
На Петровке Продажа-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300425785/;Москва;rent;flat;21;25;1;55.0;80000;0;Головинский;Кронштадтский бульвар;49к1;Моссельмаш
ID 519144;unknown;https://www.cian.ru/rent/flat/301956484/;Москва;rent;flat;10;12;2;45.0;80000;0;Останкинский;Звездный бульвар;5К3;ВДНХ
ID 86144819;unknown;https://www.cian.ru/rent/flat/302338559/;Москва;rent;flat;30;39;1;50.0;82000;0;Тропарево-Никулино;проспект Вернадского;94к4;Тропарёво
ID 91856132;realtor;https://www.cian.ru/rent/flat/283553239/;Москва;rent;flat;2;6;1;52.0;83000;0;Можайский; Кулибина;2к5;Сколково
Светлана Биличенко;realtor;https://www.cian.ru/rent/flat/295012135/;Москва;rent;flat;12;12;3;80.0;85000;0;; Татьянин Парк;16к3;Говорово
Дом Сегодня;real_estate_agent;https://www.cian.ru/rent/flat/301835730/;Москва;rent;flat;2;32;2;52.2;85000;0;Очаково-Матвеевское;Большая Очаковская ;2;Аминьевская
RENT_BAND;real_estate_agent;https://www.cian.ru/rent/flat/301831272/;Москва;rent;flat;8;12;2;55.0;85000;0;Сокол;Песчаная ;8;Сокол
ID 13716008;realtor;https://www.cian.ru/rent/flat/298300504/;Москва;rent;flat;16;17;2;64.0;85000;0;Лосиноостровский;Тайнинская ;7к2;Бабушкинская
Moscow Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302071578/;Москва;rent;flat;5;20;2;62.0;85000;0;Строгино; Твардовского;12к3;Строгино
На Петровке Продажа-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302023968/;Москва;rent;flat;2;5;3;77.0;85000;0;Коптево;3-й Михалковский переулок;15К1;Коптево
ID 106099843;homeowner;https://www.cian.ru/rent/flat/296572164/;Москва;rent;flat;4;14;1;42.0;85000;0;Фили-Давыдково; Герасима Курина;14К3;Славянский бульвар
ID 108146113;realtor;https://www.cian.ru/rent/flat/301942087/;Москва;rent;flat;9;12;2;55.0;85000;0;Сокол;Песчаная ;8;Сокол
ID 115672212;homeowner;https://www.cian.ru/rent/flat/302200315/;Москва;rent;flat;3;24;2;50.6;85000;0;Раменки; Лобачевского;118к1;Аминьевская
ID 64006761;homeowner;https://www.cian.ru/rent/flat/302082425/;Москва;rent;flat;12;22;2;62.0;85000;0;Кунцево;Ярцевская ;16;Молодёжная
DOORS AGENCY;real_estate_agent;https://www.cian.ru/rent/flat/302018846/;Москва;rent;flat;8;8;2;56.5;90000;0;Гагаринский;Ленинский проспект;69;Университет
Паскаль;real_estate_agent;https://www.cian.ru/rent/flat/301216922/;Москва;rent;flat;5;6;2;50.0;90000;0;Даниловский; Архитектора Щусева;2к1;ЗИЛ
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302311599/;Москва;rent;flat;3;16;2;50.0;90000;0;Филевский парк; Заречная;7;Фили
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302191652/;Москва;rent;flat;2;13;2;55.0;90000;0;Пресненский; Климашкина;1С1;Баррикадная
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302222930/;Москва;rent;flat;6;52;1;36.0;90000;0;Хорошево-Мневники; Народного Ополчения;15К2;Народное Ополчение
Елена Данилова;realtor;https://www.cian.ru/rent/flat/302240018/;Москва;rent;flat;5;8;2;51.0;90000;0;Аэропорт;Ленинградский проспект;48;Аэропорт
На Петровке Продажа-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302010619/;Москва;rent;flat;5;10;3;57.0;90000;0;Раменки;3-й Сетуньский проезд;3;Кутузовская
ID 91856132;realtor;https://www.cian.ru/rent/flat/301292871/;Москва;rent;flat;3;6;2;58.4;90000;0;Можайский; Кулибина;;Сколково
Эмин Керимов;realtor;https://www.cian.ru/rent/flat/301493437/;Москва;rent;flat;3;10;1;37.0;90000;0;Дорогомилово;Брянская ;12;Киевская
ID 94679277;homeowner;https://www.cian.ru/rent/flat/277203039/;Москва;rent;flat;14;14;1;36.0;90000;0;Марьина роща;Складочная ;8к2;Савёловская
ID 52476498;real_estate_agent;https://www.cian.ru/rent/flat/302252619/;Москва;rent;flat;5;25;2;57.0;95000;0;Ростокино; 1-я Леонова;18;Ботанический сад
Холдинг Профи;real_estate_agent;https://www.cian.ru/rent/flat/299066688/;Москва;rent;flat;6;16;2;40.0;95000;0;Филевский парк;Большая Филевская ;4;Фили
Homeprice;real_estate_agent;https://www.cian.ru/rent/flat/296146908/;Москва;rent;flat;6;9;2;50.0;95000;0;Ломоносовский;проспект Вернадского;15;Университет
Руслан Кадиров;realtor;https://www.cian.ru/rent/flat/302213588/;Москва;rent;flat;4;28;2;40.0;95000;0;Филевский парк; Василисы Кожиной;13;Парк Победы
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302283219/;Москва;rent;flat;12;24;2;55.0;96000;0;Дмитровский;Дмитровское шоссе;107к1;Яхромская
ID 91856132;realtor;https://www.cian.ru/rent/flat/299602334/;Москва;rent;flat;2;6;3;65.3;97000;0;Можайский; Зворыкина;14к2;Сколково
Юлия Паниотова;realtor;https://www.cian.ru/rent/flat/302246602/;Москва;rent;flat;33;45;2;57.1;98000;0;Западное Дегунино;Ильменский проезд;14к3;Селигерская
Антон Морозов;realtor;https://www.cian.ru/rent/flat/302161893/;Москва;rent;flat;19;24;1;50.0;99000;0;Щукино; Берзарина;28Ак3;Октябрьское поле
Светлана Биличенко;realtor;https://www.cian.ru/rent/flat/301449326/;Москва;rent;flat;5;8;1;45.0;100000;0;Басманный; Земляной Вал;27С1;Курская
Мой Дом - отделение Добрынинское;real_estate_agent;https://www.cian.ru/rent/flat/300205507/;Москва;rent;flat;10;18;3;70.0;100000;0;; Бачуринская;11;Коммунарка
Arch Capital;real_estate_agent;https://www.cian.ru/rent/flat/302302281/;Москва;rent;flat;8;8;2;41.9;100000;0;Хамовники;Комсомольский проспект;27С5;Фрунзенская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/301913636/;Москва;rent;flat;4;12;3;82.0;100000;0;Нижегородский;Нижегородская ;70К1;Калитники
EstateLiga;real_estate_agent;https://www.cian.ru/rent/flat/300990069/;Москва;rent;flat;5;20;2;61.0;100000;0;Левобережный;;В2;Беломорская
ID 176308;realtor;https://www.cian.ru/rent/flat/268088339/;Москва;rent;flat;8;17;3;80.0;100000;0;Строгино; Твардовского;3К1;Строгино
Las Vegas;real_estate_agent;https://www.cian.ru/rent/flat/302072905/;Москва;rent;flat;6;6;2;78.0;100000;0;Таганский;Абельмановская ;3;Пролетарская
Руслан Кадиров;realtor;https://www.cian.ru/rent/flat/302125096/;Москва;rent;flat;3;36;2;46.0;100000;0;Пресненский;Шмитовский проезд;39к2;Шелепиха
Виктор Беляков;realtor;https://www.cian.ru/rent/flat/302350371/;Москва;rent;flat;2;5;2;50.1;100000;0;Хамовники; Тимура Фрунзе;20;Парк Культуры
Руслан Кадиров;realtor;https://www.cian.ru/rent/flat/302333997/;Москва;rent;flat;24;36;2;60.0;100000;0;Пресненский;Мукомольный проезд;2;Шелепиха
Дмитрий Виролайнен;realtor;https://www.cian.ru/rent/flat/302327274/;Москва;rent;flat;5;12;3;63.0;100000;0;Хорошево-Мневники; Маршала Тухачевского;22К3;Бульвар Генерала Карбышева
ID 19588166;unknown;https://www.cian.ru/rent/flat/273345308/;Москва;rent;flat;6;11;1;50.0;100000;0;Щукино; Маршала Рыбалко;2к6;Панфиловская
ID 73424104;homeowner;https://www.cian.ru/rent/flat/302176122/;Москва;rent;flat;17;19;2;50.5;100000;0;Фили-Давыдково;Кастанаевская ;43К2;Пионерская
ID 56002361;unknown;https://www.cian.ru/rent/flat/300988012/;Москва;rent;flat;20;37;2;68.0;105000;0;Хорошевский;Хорошевское шоссе;12к1;Беговая
Диана Сейфуллаева;realtor;https://www.cian.ru/rent/flat/302275325/;Москва;rent;flat;4;5;3;70.0;105000;0;Даниловский;Павелецкая набережная;10К1;Крестьянская застава
ID 10319184;homeowner;https://www.cian.ru/rent/flat/224946846/;Москва;rent;flat;6;15;2;43.0;108000;0;Хорошево-Мневники;3-я Хорошевская ;21к6;Зорге
MDco;real_estate_agent;https://www.cian.ru/rent/flat/300481312/;Москва;rent;flat;7;16;3;62.0;110000;0;Марьина роща; 2-я Марьиной рощи;20;Марьина Роща
BOYKOV Company;real_estate_agent;https://www.cian.ru/rent/flat/302284690/;Москва;rent;flat;16;19;3;76.0;110000;0;Рязанский;2-й Грайвороновский проезд;38к2;Стахановская
Slava Realty;real_estate_agent;https://www.cian.ru/rent/flat/301171530/;Москва;rent;flat;3;5;2;40.0;110000;0;Дорогомилово;Поклонная ;2К2;Кутузовская
Ирина Кропачева;realtor;https://www.cian.ru/rent/flat/300866526/;Москва;rent;flat;7;12;3;65.0;110000;0;Таганский; Земляной Вал;41С1;Чкаловская
Руслан Кадиров;realtor;https://www.cian.ru/rent/flat/302322340/;Москва;rent;flat;3;6;3;60.0;110000;0;Филевский парк;Багратионовский проезд;5Ак1;Фили
ID 82220050;realtor;https://www.cian.ru/rent/flat/297469094/;Москва;rent;flat;15;18;3;80.0;110000;0;Тропарево-Никулино; Академика Анохина;54;Тропарёво
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302169893/;Москва;rent;flat;4;27;3;58.0;115000;0;Очаково-Матвеевское;Аминьевское шоссе;4Дк2;Аминьевская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/301532610/;Москва;rent;flat;2;4;2;75.0;119990;0;Замоскворечье;Озерковский переулок;7С1;Новокузнецкая
EstateLiga;real_estate_agent;https://www.cian.ru/rent/flat/300910127/;Москва;rent;flat;6;20;1;40.0;120000;0;Филевский парк;Большая Филевская ;3к1;Фили
SKY REALTY;real_estate_agent;https://www.cian.ru/rent/flat/302333989/;Москва;rent;flat;20;36;2;62.0;120000;0;Хорошево-Мневники;Шелепихинская набережная;34к2зд1;Шелепиха
Роман Иванов;realtor;https://www.cian.ru/rent/flat/302327556/;Москва;rent;flat;6;9;3;85.0;120000;0;Гагаринский;Ломоносовский проспект;18;Университет
